Date;Indicator;Province;Destination;value
2021-March;Tourists Spending (SAR);Najran Province;Najran;14651.61
2021-May;Tourists Spending (SAR);Najran Province;Najran;41196.22
2023-May;Tourists Spending (SAR);Najran Province;Najran;935507.56
2022-August;Tourists Spending (SAR);Najran Province;Najran;1403199.03
2023-August;Tourists Spending (SAR);Najran Province;Najran;5056354.62
2022-September;Tourists Spending (SAR);Najran Province;Najran;5056963.0
2021-October;Tourists Spending (SAR);Najran Province;Najran;900210.3
2022-October;Tourists Spending (SAR);Najran Province;Najran;1083808.57
2022-November;Tourists Spending (SAR);Najran Province;Najran;1630218.43
2023-November;Tourists Spending (SAR);Najran Province;Najran;2278616.87
2021-December;Tourists Spending (SAR);Najran Province;Najran;6734818.1
2022-December;Tourists Spending (SAR);Najran Province;Najran;10812860.8
2023-April;Tourists Spending (SAR);Najran Province;Other Najran;0.0
2021-August;Tourists Spending (SAR);Najran Province;Other Najran;68886.41
2022-March;Tourists Spending (SAR);Northern Borders Province;Arar;15423832.54
2023-March;Tourists Spending (SAR);Northern Borders Province;Arar;17785696.81
2022-July;Tourists Spending (SAR);Northern Borders Province;Arar;72589448.11
2022-August;Tourists Spending (SAR);Northern Borders Province;Arar;60060442.24
2022-September;Tourists Spending (SAR);Northern Borders Province;Arar;20337718.45
2021-December;Tourists Spending (SAR);Northern Borders Province;Arar;28401447.87
2021-January;Tourists Spending (SAR);Northern Borders Province;Other Northern Borders;1338289.47
2023-January;Tourists Spending (SAR);Northern Borders Province;Other Northern Borders;30602886.75
2022-February;Tourists Spending (SAR);Northern Borders Province;Other Northern Borders;4149954.130000001
2022-March;Tourists Spending (SAR);Northern Borders Province;Other Northern Borders;13153287.02
2021-July;Tourists Spending (SAR);Northern Borders Province;Other Northern Borders;10934015.1
2022-July;Tourists Spending (SAR);Northern Borders Province;Other Northern Borders;20637903.61
2023-July;Tourists Spending (SAR);Northern Borders Province;Other Northern Borders;17849377.01
2022-August;Tourists Spending (SAR);Northern Borders Province;Other Northern Borders;24584255.190000005
2023-August;Tourists Spending (SAR);Northern Borders Province;Other Northern Borders;34976115.67
2023-October;Tourists Spending (SAR);Northern Borders Province;Other Northern Borders;18172686.939999998
2021-November;Tourists Spending (SAR);Northern Borders Province;Other Northern Borders;9843575.1
2023-December;Tourists Spending (SAR);Northern Borders Province;Other Northern Borders;16588619.52
2023-January;Tourists Spending (SAR);Riyadh Province;Riyadh;1229436602.24
2021-March;Tourists Spending (SAR);Riyadh Province;Riyadh;176740453.75
2021-April;Tourists Spending (SAR);Riyadh Province;Riyadh;404034760.89
2022-May;Tourists Spending (SAR);Riyadh Province;Riyadh;845731935.58
2023-June;Tourists Spending (SAR);Riyadh Province;Riyadh;838514361.12
2021-July;Tourists Spending (SAR);Riyadh Province;Riyadh;512722589.91
2022-August;Tourists Spending (SAR);Riyadh Province;Riyadh;725088830.82
2023-November;Tourists Spending (SAR);Riyadh Province;Riyadh;654801299.17
2021-March;Tourists Spending (SAR);Riyadh Province;Other Riyadh;295894.54
2021-May;Tourists Spending (SAR);Riyadh Province;Other Riyadh;1476464.45
2022-May;Tourists Spending (SAR);Riyadh Province;Other Riyadh;32066642.589999914
2022-July;Tourists Spending (SAR);Riyadh Province;Other Riyadh;49172229.98999995
2021-September;Tourists Spending (SAR);Riyadh Province;Other Riyadh;3711425.93
2022-September;Tourists Spending (SAR);Riyadh Province;Other Riyadh;54321164.48000002
2023-September;Tourists Spending (SAR);Riyadh Province;Other Riyadh;60594336.559999995
2023-January;Tourists Spending (SAR);Tabuk Province;Al Wajh;2217263.16
year-March;Tourists Spending (SAR);Tabuk Province;Al Wajh;
2023-July;Tourists Spending (SAR);Tabuk Province;Al Wajh;300921.33
year-September;Tourists Spending (SAR);Tabuk Province;Al Wajh;
year-December;Tourists Spending (SAR);Tabuk Province;Al Wajh;
year-April;Tourists Spending (SAR);Tabuk Province;Duba;
2021-May;Tourists Spending (SAR);Tabuk Province;Duba;2670278.89
2023-June;Tourists Spending (SAR);Tabuk Province;Duba;1250010.19
2023-August;Tourists Spending (SAR);Tabuk Province;Duba;1322826.77
2022-October;Tourists Spending (SAR);Tabuk Province;Duba;888503.61
2021-December;Tourists Spending (SAR);Tabuk Province;Duba;531588.87
2022-January;Tourists Spending (SAR);Tabuk Province;Tabuk;11274087.24
2022-February;Tourists Spending (SAR);Tabuk Province;Tabuk;16102980.6
2023-May;Tourists Spending (SAR);Tabuk Province;Tabuk;21921311.54
2021-June;Tourists Spending (SAR);Tabuk Province;Tabuk;6033565.98
2023-June;Tourists Spending (SAR);Tabuk Province;Tabuk;22467626.88
2023-July;Tourists Spending (SAR);Tabuk Province;Tabuk;68807481.43
2023-August;Tourists Spending (SAR);Tabuk Province;Tabuk;17398955.5
2021-September;Tourists Spending (SAR);Tabuk Province;Tabuk;8718403.58
2022-November;Tourists Spending (SAR);Tabuk Province;Tabuk;8509115.08
year-January;Tourists Spending (SAR);Tabuk Province;Umluj;
2023-May;Tourists Spending (SAR);Tabuk Province;Umluj;2917499.27
2023-September;Tourists Spending (SAR);Tabuk Province;Umluj;2632473.22
2023-January;Tourists Spending (SAR);Tabuk Province;Other Tabuk;2069445.63
2023-July;Tourists Spending (SAR);Tabuk Province;Other Tabuk;2570059.2199999997
2023-August;Tourists Spending (SAR);Tabuk Province;Other Tabuk;2029572.73
2023-October;Tourists Spending (SAR);Tabuk Province;Other Tabuk;1953106.84
2021-January;Tourists Spending (SAR);Total;Total;947841324.1
2022-February;Tourists Spending (SAR);Total;Total;4778075867.06
2022-March;Tourists Spending (SAR);Total;Total;7708447232.67
2022-May;Tourists Spending (SAR);Total;Total;5852735543.45
2023-September;Tourists Spending (SAR);Total;Total;7735390721.84
2023-January;Tourists Number (Overnight Visitors);Albaha province;Al Bahah;340.0
2022-February;Tourists Number (Overnight Visitors);Albaha province;Al Bahah;755.7604420430771
2022-July;Tourists Number (Overnight Visitors);Albaha province;Al Bahah;1558.7545776151014
2021-October;Tourists Number (Overnight Visitors);Albaha province;Al Bahah;78.0
2021-November;Tourists Number (Overnight Visitors);Albaha province;Al Bahah;93.0
2021-December;Tourists Number (Overnight Visitors);Albaha province;Al Bahah;53.0
year-September;Tourists Number (Overnight Visitors);Albaha province;BILJURASHI;
2022-March;Tourists Number (Overnight Visitors);Albaha province;Other AlBaha;51.0
year-November;Tourists Number (Overnight Visitors);Albaha province;Other AlBaha;
2021-January;Tourists Number (Overnight Visitors);AlQassim Province;Buraydah;301.0
2023-February;Tourists Number (Overnight Visitors);AlQassim Province;Buraydah;6684.0
2021-May;Tourists Number (Overnight Visitors);AlQassim Province;Buraydah;742.0
2023-August;Tourists Number (Overnight Visitors);AlQassim Province;Buraydah;11291.0
2022-September;Tourists Number (Overnight Visitors);AlQassim Province;Buraydah;4721.0
2022-October;Tourists Number (Overnight Visitors);AlQassim Province;Buraydah;4799.0
2021-November;Tourists Number (Overnight Visitors);AlQassim Province;Buraydah;10066.0
2023-November;Tourists Number (Overnight Visitors);AlQassim Province;Buraydah;6229.0
2022-December;Tourists Number (Overnight Visitors);AlQassim Province;Buraydah;50850.0
year-February;Tourists Number (Overnight Visitors);AlQassim Province;Rass;
2022-November;Tourists Number (Overnight Visitors);AlQassim Province;Rass;14556.0
2023-January;Tourists Number (Overnight Visitors);AlQassim Province;Unayzah;3212.0
2021-April;Tourists Number (Overnight Visitors);AlQassim Province;Unayzah;269.0
2023-April;Tourists Number (Overnight Visitors);AlQassim Province;Unayzah;797.0
2021-June;Tourists Number (Overnight Visitors);AlQassim Province;Unayzah;298.0
2023-July;Tourists Number (Overnight Visitors);AlQassim Province;Unayzah;7363.0
2021-September;Tourists Number (Overnight Visitors);AlQassim Province;Unayzah;1490.0
2022-October;Tourists Number (Overnight Visitors);AlQassim Province;Unayzah;4755.0
2023-October;Tourists Number (Overnight Visitors);AlQassim Province;Unayzah;1256.0
2021-November;Tourists Number (Overnight Visitors);AlQassim Province;Unayzah;586.0
2023-February;Tourists Number (Overnight Visitors);AlQassim Province;Other AlQassim;24.0
2022-May;Tourists Number (Overnight Visitors);AlQassim Province;Other AlQassim;140.0
2023-July;Tourists Number (Overnight Visitors);AlQassim Province;Other AlQassim;178.0
2022-August;Tourists Number (Overnight Visitors);AlQassim Province;Other AlQassim;124.0
2022-October;Tourists Number (Overnight Visitors);AlQassim Province;Other AlQassim;0.0
2021-February;Tourists Number (Overnight Visitors);Aseer Province;Abha;1522.0
2023-February;Tourists Number (Overnight Visitors);Aseer Province;Abha;2784.0
2022-April;Tourists Number (Overnight Visitors);Aseer Province;Abha;14.0
2021-May;Tourists Number (Overnight Visitors);Aseer Province;Abha;73.0
2022-August;Tourists Number (Overnight Visitors);Aseer Province;Abha;6593.0
2023-October;Tourists Number (Overnight Visitors);Aseer Province;Abha;7506.0
2022-December;Tourists Number (Overnight Visitors);Aseer Province;Abha;24461.0
2023-December;Tourists Number (Overnight Visitors);Aseer Province;Abha;7156.0
2021-April;Tourists Number (Overnight Visitors);Aseer Province;Khamis Mushait;2.0
2023-April;Tourists Number (Overnight Visitors);Aseer Province;Khamis Mushait;1347.0
2021-May;Tourists Number (Overnight Visitors);Aseer Province;Khamis Mushait;158.0
2023-May;Tourists Number (Overnight Visitors);Aseer Province;Khamis Mushait;3952.0
2022-June;Tourists Number (Overnight Visitors);Aseer Province;Khamis Mushait;1411.0
2022-September;Tourists Number (Overnight Visitors);Aseer Province;Khamis Mushait;1611.0
2023-October;Tourists Number (Overnight Visitors);Aseer Province;Khamis Mushait;1187.0
2021-November;Tourists Number (Overnight Visitors);Aseer Province;Khamis Mushait;2710.0
2021-December;Tourists Number (Overnight Visitors);Aseer Province;Khamis Mushait;920.0
2022-February;Tourists Number (Overnight Visitors);Aseer Province;Other Aseer;1166.0
2022-April;Tourists Number (Overnight Visitors);Aseer Province;Other Aseer;0.0
2021-May;Tourists Number (Overnight Visitors);Aseer Province;Other Aseer;8.0
2023-August;Tourists Number (Overnight Visitors);Aseer Province;Other Aseer;6084.0
2022-September;Tourists Number (Overnight Visitors);Aseer Province;Other Aseer;0.0
2023-October;Tourists Number (Overnight Visitors);Aseer Province;Other Aseer;7231.0
2021-November;Tourists Number (Overnight Visitors);Aseer Province;Other Aseer;103.0
2023-December;Tourists Number (Overnight Visitors);Aseer Province;Other Aseer;10553.0
2022-January;Tourists Number (Overnight Visitors);Eastern Province;Al Ahsa;26707.0
2023-January;Tourists Number (Overnight Visitors);Eastern Province;Al Ahsa;156402.0
2021-February;Tourists Number (Overnight Visitors);Eastern Province;Al Ahsa;5286.0
2023-March;Tourists Number (Overnight Visitors);Eastern Province;Al Ahsa;101412.0
2021-May;Tourists Number (Overnight Visitors);Eastern Province;Al Ahsa;9686.0
2022-July;Tourists Number (Overnight Visitors);Eastern Province;Al Ahsa;106057.0
2023-September;Tourists Number (Overnight Visitors);Eastern Province;Al Ahsa;74553.0
2021-November;Tourists Number (Overnight Visitors);Eastern Province;Al Ahsa;21101.0
2022-November;Tourists Number (Overnight Visitors);Eastern Province;Al Ahsa;76294.0
2022-December;Tourists Number (Overnight Visitors);Eastern Province;Al Ahsa;73606.0
2022-January;Tourists Number (Overnight Visitors);Eastern Province;Al Khobar;29787.0
2022-March;Tourists Number (Overnight Visitors);Eastern Province;Al Khobar;98577.0
2021-July;Tourists Number (Overnight Visitors);Eastern Province;Al Khobar;7825.0
2021-October;Tourists Number (Overnight Visitors);Eastern Province;Al Khobar;46792.0
2021-February;Tourists Number (Overnight Visitors);Eastern Province;Dammam;12209.0
2023-March;Tourists Number (Overnight Visitors);Eastern Province;Dammam;116321.0
2022-May;Tourists Number (Overnight Visitors);Eastern Province;Dammam;86189.0
2023-May;Tourists Number (Overnight Visitors);Eastern Province;Dammam;87006.0
2021-August;Tourists Number (Overnight Visitors);Eastern Province;Dammam;50864.0
2021-September;Tourists Number (Overnight Visitors);Eastern Province;Dammam;28278.0
2022-October;Tourists Number (Overnight Visitors);Eastern Province;Dammam;111743.0
2022-November;Tourists Number (Overnight Visitors);Eastern Province;Dammam;112397.0
2023-November;Tourists Number (Overnight Visitors);Eastern Province;Dammam;99147.0
2021-January;Tourists Number (Overnight Visitors);Eastern Province;Other Eastern;27281.0
2022-January;Tourists Number (Overnight Visitors);Eastern Province;Other Eastern;30738.0
2023-February;Tourists Number (Overnight Visitors);Eastern Province;Other Eastern;129198.0
2023-April;Tourists Number (Overnight Visitors);Eastern Province;Other Eastern;151991.0
2022-June;Tourists Number (Overnight Visitors);Eastern Province;Other Eastern;101650.0
2022-February;Tourists Number (Overnight Visitors);Hail Province;Hail;3788.0
2021-April;Tourists Number (Overnight Visitors);Hail Province;Hail;48.0
2022-October;Tourists Number (Overnight Visitors);Hail Province;Hail;6630.0
2021-December;Tourists Number (Overnight Visitors);Hail Province;Hail;37399.0
year-August;Tourists Number (Overnight Visitors);Hail Province;Other Hail;
year-September;Tourists Number (Overnight Visitors);Hail Province;Other Hail;
year-October;Tourists Number (Overnight Visitors);Hail Province;Other Hail;
year-November;Tourists Number (Overnight Visitors);Hail Province;Other Hail;
year-December;Tourists Number (Overnight Visitors);Hail Province;Other Hail;
2022-March;Tourists Number (Overnight Visitors);Jazan Province;Jazan;5909.0
2023-March;Tourists Number (Overnight Visitors);Jazan Province;Jazan;352.0
2023-April;Tourists Number (Overnight Visitors);Jazan Province;Jazan;100.0
2023-August;Tourists Number (Overnight Visitors);Jazan Province;Jazan;822.0
2022-November;Tourists Number (Overnight Visitors);Jazan Province;Jazan;1971.0
2021-January;Tourists Number (Overnight Visitors);Jazan Province;Other Jazan;516.0
2023-January;Tourists Number (Overnight Visitors);Jazan Province;Other Jazan;1358.0
2021-May;Tourists Number (Overnight Visitors);Jazan Province;Other Jazan;95.0
2022-May;Tourists Number (Overnight Visitors);Jazan Province;Other Jazan;362.0
2022-June;Tourists Number (Overnight Visitors);Jazan Province;Other Jazan;1701.0
2021-October;Tourists Number (Overnight Visitors);Jazan Province;Other Jazan;41.0
2022-December;Tourists Number (Overnight Visitors);Jazan Province;Other Jazan;0.0
2023-January;Tourists Number (Overnight Visitors);Jouf Province;Al Qurayyat;7873.0
2023-March;Tourists Number (Overnight Visitors);Jouf Province;Al Qurayyat;8802.0
2022-April;Tourists Number (Overnight Visitors);Jouf Province;Al Qurayyat;1175.0
2023-April;Tourists Number (Overnight Visitors);Jouf Province;Al Qurayyat;9270.0
2021-May;Tourists Number (Overnight Visitors);Jouf Province;Al Qurayyat;80.0
2021-June;Tourists Number (Overnight Visitors);Jouf Province;Al Qurayyat;21.0
2022-July;Tourists Number (Overnight Visitors);Jouf Province;Al Qurayyat;3480.0
2021-October;Tourists Number (Overnight Visitors);Jouf Province;Al Qurayyat;156.0
2021-December;Tourists Number (Overnight Visitors);Jouf Province;Al Qurayyat;1010.0
2021-January;Tourists Number (Overnight Visitors);Jouf Province;Sakaka;493.0
2021-March;Tourists Number (Overnight Visitors);Jouf Province;Sakaka;624.0
2023-April;Tourists Number (Overnight Visitors);Jouf Province;Sakaka;3692.0
2023-June;Tourists Number (Overnight Visitors);Jouf Province;Sakaka;6058.0
2022-July;Tourists Number (Overnight Visitors);Jouf Province;Sakaka;1902.0
2022-December;Tourists Number (Overnight Visitors);Jouf Province;Sakaka;0.0
year-June;Tourists Number (Overnight Visitors);Jouf Province;Other Jouf;
2021-September;Tourists Number (Overnight Visitors);Jouf Province;Other Jouf;407.0
2022-October;Tourists Number (Overnight Visitors);Jouf Province;Other Jouf;520.0
2021-November;Tourists Number (Overnight Visitors);Jouf Province;Other Jouf;185.0
2023-January;Tourists Number (Overnight Visitors);Madinah Province;Al Ula;9365.0
2023-February;Tourists Number (Overnight Visitors);Madinah Province;Al Ula;15779.0
2023-March;Tourists Number (Overnight Visitors);Madinah Province;Al Ula;14064.0
2021-June;Tourists Number (Overnight Visitors);Madinah Province;Al Ula;176.0
2022-June;Tourists Number (Overnight Visitors);Madinah Province;Al Ula;1713.0
2023-June;Tourists Number (Overnight Visitors);Madinah Province;Al Ula;5813.0
2022-August;Tourists Number (Overnight Visitors);Madinah Province;Al Ula;44.0
2023-October;Tourists Number (Overnight Visitors);Madinah Province;Al Ula;9645.0
2023-January;Tourists Number (Overnight Visitors);Madinah Province;Madinah;11980.0
2021-April;Tourists Number (Overnight Visitors);Madinah Province;Madinah;22.0
2021-May;Tourists Number (Overnight Visitors);Madinah Province;Madinah;94.0
2022-June;Tourists Number (Overnight Visitors);Madinah Province;Madinah;1121.0
2023-June;Tourists Number (Overnight Visitors);Madinah Province;Madinah;9483.0
2023-July;Tourists Number (Overnight Visitors);Madinah Province;Madinah;32909.0
2021-August;Tourists Number (Overnight Visitors);Madinah Province;Madinah;757.0
2023-November;Tourists Number (Overnight Visitors);Madinah Province;Madinah;4337.0
2022-December;Tourists Number (Overnight Visitors);Madinah Province;Madinah;30843.0
2023-March;Tourists Number (Overnight Visitors);Madinah Province;Yanbu;372.0
2021-August;Tourists Number (Overnight Visitors);Madinah Province;Yanbu;41.0
2021-November;Tourists Number (Overnight Visitors);Madinah Province;Yanbu;51.0
2022-January;Tourists Number (Overnight Visitors);Madinah Province;Other Madinah;449.0
2023-June;Tourists Number (Overnight Visitors);Madinah Province;Other Madinah;550.0
2023-July;Tourists Number (Overnight Visitors);Madinah Province;Other Madinah;0.0
2021-August;Tourists Number (Overnight Visitors);Madinah Province;Other Madinah;41.0
2023-November;Tourists Number (Overnight Visitors);Madinah Province;Other Madinah;0.0
2021-February;Tourists Number (Overnight Visitors);Makkah Province;Jeddah;15384.0
2023-February;Tourists Number (Overnight Visitors);Makkah Province;Jeddah;135530.0
2021-March;Tourists Number (Overnight Visitors);Makkah Province;Jeddah;27520.0
2023-March;Tourists Number (Overnight Visitors);Makkah Province;Jeddah;220608.0
2022-May;Tourists Number (Overnight Visitors);Makkah Province;Jeddah;89024.0
2021-June;Tourists Number (Overnight Visitors);Makkah Province;Jeddah;27161.0
2022-June;Tourists Number (Overnight Visitors);Makkah Province;Jeddah;59718.0
2021-July;Tourists Number (Overnight Visitors);Makkah Province;Jeddah;25527.0
2023-July;Tourists Number (Overnight Visitors);Makkah Province;Jeddah;102432.0
2023-November;Tourists Number (Overnight Visitors);Makkah Province;Jeddah;108520.0
2022-February;Tourists Number (Overnight Visitors);Makkah Province;Makkah;313256.0
2023-February;Tourists Number (Overnight Visitors);Makkah Province;Makkah;1394352.0
2021-March;Tourists Number (Overnight Visitors);Makkah Province;Makkah;9954.0
2022-March;Tourists Number (Overnight Visitors);Makkah Province;Makkah;514429.0
2022-April;Tourists Number (Overnight Visitors);Makkah Province;Makkah;913202.0
2023-April;Tourists Number (Overnight Visitors);Makkah Province;Makkah;1422961.0
2023-June;Tourists Number (Overnight Visitors);Makkah Province;Makkah;1881004.0
2022-August;Tourists Number (Overnight Visitors);Makkah Province;Makkah;616726.0
2023-August;Tourists Number (Overnight Visitors);Makkah Province;Makkah;1045247.0
2023-September;Tourists Number (Overnight Visitors);Makkah Province;Makkah;1156327.0
2021-December;Tourists Number (Overnight Visitors);Makkah Province;Makkah;88410.0
2022-December;Tourists Number (Overnight Visitors);Makkah Province;Makkah;1230873.0
2021-June;Tourists Number (Overnight Visitors);Makkah Province;Rabigh;59.0
year-September;Tourists Number (Overnight Visitors);Makkah Province;Rabigh;
year-December;Tourists Number (Overnight Visitors);Makkah Province;Rabigh;
2023-April;Tourists Number (Overnight Visitors);Makkah Province;Taif;4871.0
2022-May;Tourists Number (Overnight Visitors);Makkah Province;Taif;1708.0
2022-July;Tourists Number (Overnight Visitors);Makkah Province;Taif;2064.0
2023-August;Tourists Number (Overnight Visitors);Makkah Province;Taif;12671.0
2021-December;Tourists Number (Overnight Visitors);Makkah Province;Taif;219.0
2023-January;Tourists Number (Overnight Visitors);Makkah Province;Other Makkah;35.0
2022-February;Tourists Number (Overnight Visitors);Makkah Province;Other Makkah;0.0
2023-April;Tourists Number (Overnight Visitors);Makkah Province;Other Makkah;1061.0
2021-June;Tourists Number (Overnight Visitors);Makkah Province;Other Makkah;65.0
2023-July;Tourists Number (Overnight Visitors);Makkah Province;Other Makkah;433.0
2022-November;Tourists Number (Overnight Visitors);Makkah Province;Other Makkah;0.0
2023-November;Tourists Number (Overnight Visitors);Makkah Province;Other Makkah;0.0
2023-December;Tourists Number (Overnight Visitors);Makkah Province;Other Makkah;2279.0
2022-January;Tourists Number (Overnight Visitors);Najran Province;Najran;1.0
2021-February;Tourists Number (Overnight Visitors);Najran Province;Najran;376.0
2022-October;Tourists Number (Overnight Visitors);Najran Province;Najran;339.0
2021-November;Tourists Number (Overnight Visitors);Najran Province;Najran;263.0
2022-December;Tourists Number (Overnight Visitors);Najran Province;Najran;3128.0
2023-April;Tourists Number (Overnight Visitors);Najran Province;Other Najran;0.0
2021-August;Tourists Number (Overnight Visitors);Najran Province;Other Najran;41.0
2023-August;Tourists Number (Overnight Visitors);Najran Province;Other Najran;395.0
2023-February;Tourists Number (Overnight Visitors);Northern Borders Province;Arar;15863.0
2023-April;Tourists Number (Overnight Visitors);Northern Borders Province;Arar;6523.0
2023-May;Tourists Number (Overnight Visitors);Northern Borders Province;Arar;10486.0
2022-June;Tourists Number (Overnight Visitors);Northern Borders Province;Arar;39430.0
2023-July;Tourists Number (Overnight Visitors);Northern Borders Province;Arar;13626.0
2021-August;Tourists Number (Overnight Visitors);Northern Borders Province;Arar;14880.0
2021-September;Tourists Number (Overnight Visitors);Northern Borders Province;Arar;9945.0
2023-February;Tourists Number (Overnight Visitors);Northern Borders Province;Other Northern Borders;7453.0
2021-March;Tourists Number (Overnight Visitors);Northern Borders Province;Other Northern Borders;802.0
2023-April;Tourists Number (Overnight Visitors);Northern Borders Province;Other Northern Borders;14079.0
2023-June;Tourists Number (Overnight Visitors);Northern Borders Province;Other Northern Borders;24936.0
2021-September;Tourists Number (Overnight Visitors);Northern Borders Province;Other Northern Borders;6259.0
2022-September;Tourists Number (Overnight Visitors);Northern Borders Province;Other Northern Borders;8548.0
2023-October;Tourists Number (Overnight Visitors);Northern Borders Province;Other Northern Borders;13360.0
2023-November;Tourists Number (Overnight Visitors);Northern Borders Province;Other Northern Borders;17669.0
2021-January;Tourists Number (Overnight Visitors);Riyadh Province;Riyadh;95358.0
2023-January;Tourists Number (Overnight Visitors);Riyadh Province;Riyadh;254088.0
2023-December;Tourists Number (Overnight Visitors);Riyadh Province;Riyadh;296619.0
2022-January;Tourists Number (Overnight Visitors);Riyadh Province;Other Riyadh;1875.0
2023-January;Tourists Number (Overnight Visitors);Riyadh Province;Other Riyadh;22976.0
2022-August;Tourists Number (Overnight Visitors);Riyadh Province;Other Riyadh;3330.0
2021-November;Tourists Number (Overnight Visitors);Riyadh Province;Other Riyadh;4921.0
2023-November;Tourists Number (Overnight Visitors);Riyadh Province;Other Riyadh;17313.0
2022-December;Tourists Number (Overnight Visitors);Riyadh Province;Other Riyadh;0.0
2023-December;Tourists Number (Overnight Visitors);Riyadh Province;Other Riyadh;46029.0
year-April;Tourists Number (Overnight Visitors);Tabuk Province;Al Wajh;
2023-August;Tourists Number (Overnight Visitors);Tabuk Province;Al Wajh;245.0
2021-January;Tourists Number (Overnight Visitors);Tabuk Province;Duba;267.0
2023-May;Tourists Number (Overnight Visitors);Tabuk Province;Duba;830.0
2021-September;Tourists Number (Overnight Visitors);Tabuk Province;Duba;36.0
2021-November;Tourists Number (Overnight Visitors);Tabuk Province;Duba;240.0
2021-January;Tourists Number (Overnight Visitors);Tabuk Province;Tabuk;129.0
2023-January;Tourists Number (Overnight Visitors);Tabuk Province;Tabuk;4979.0
2023-March;Tourists Number (Overnight Visitors);Tabuk Province;Tabuk;13493.0
2021-June;Tourists Number (Overnight Visitors);Tabuk Province;Tabuk;1629.0
2022-July;Tourists Number (Overnight Visitors);Tabuk Province;Tabuk;3963.0
2023-July;Tourists Number (Overnight Visitors);Tabuk Province;Tabuk;20062.0
2022-October;Tourists Number (Overnight Visitors);Tabuk Province;Tabuk;7670.0
year-January;Tourists Number (Overnight Visitors);Tabuk Province;Umluj;
2023-March;Tourists Number (Overnight Visitors);Tabuk Province;Umluj;1267.0
year-April;Tourists Number (Overnight Visitors);Tabuk Province;Umluj;
2023-July;Tourists Number (Overnight Visitors);Tabuk Province;Umluj;178.0
2022-October;Tourists Number (Overnight Visitors);Tabuk Province;Umluj;275.0
2023-November;Tourists Number (Overnight Visitors);Tabuk Province;Umluj;281.0
2022-December;Tourists Number (Overnight Visitors);Tabuk Province;Umluj;520.0
2023-January;Tourists Number (Overnight Visitors);Tabuk Province;Other Tabuk;679.0
2023-May;Tourists Number (Overnight Visitors);Tabuk Province;Other Tabuk;604.0
2023-July;Tourists Number (Overnight Visitors);Tabuk Province;Other Tabuk;1495.0
2023-December;Tourists Number (Overnight Visitors);Tabuk Province;Other Tabuk;2328.0
2021-March;Tourists Number (Overnight Visitors);Total;Total;148294.0
2023-March;Tourists Number (Overnight Visitors);Total;Total;2869547.0
2022-April;Tourists Number (Overnight Visitors);Total;Total;1612487.0
2023-May;Tourists Number (Overnight Visitors);Total;Total;1514400.0
2023-June;Tourists Number (Overnight Visitors);Total;Total;2847495.0
2022-November;Tourists Number (Overnight Visitors);Total;Total;1840021.0
2023-November;Tourists Number (Overnight Visitors);Total;Total;2237558.0
2022-February;Tourists Spending (SAR);Albaha province;Al Bahah;3131190.4197517536
2021-June;Tourists Spending (SAR);Albaha province;Al Bahah;34639.54
2023-July;Tourists Spending (SAR);Albaha province;Al Bahah;3972836.47
2021-September;Tourists Spending (SAR);Albaha province;Al Bahah;600213.17
2021-October;Tourists Spending (SAR);Albaha province;Al Bahah;1753381.74
2021-November;Tourists Spending (SAR);Albaha province;Al Bahah;93306.32
2022-November;Tourists Spending (SAR);Albaha province;Al Bahah;407923.75032348593
2023-November;Tourists Spending (SAR);Albaha province;Al Bahah;773543.19
year-March;Tourists Spending (SAR);Albaha province;BILJURASHI;
year-April;Tourists Spending (SAR);Albaha province;BILJURASHI;
year-June;Tourists Spending (SAR);Albaha province;BILJURASHI;
year-July;Tourists Spending (SAR);Albaha province;BILJURASHI;
year-December;Tourists Spending (SAR);Albaha province;BILJURASHI;
2022-March;Tourists Spending (SAR);Albaha province;Other AlBaha;76509.17
year-April;Tourists Spending (SAR);Albaha province;Other AlBaha;
year-May;Tourists Spending (SAR);Albaha province;Other AlBaha;
year-December;Tourists Spending (SAR);Albaha province;Other AlBaha;
2023-January;Tourists Spending (SAR);AlQassim Province;Buraydah;12210777.16
2021-June;Tourists Spending (SAR);AlQassim Province;Buraydah;367765.87
2023-July;Tourists Spending (SAR);AlQassim Province;Buraydah;16927108.33
2023-August;Tourists Spending (SAR);AlQassim Province;Buraydah;23935068.86
2022-September;Tourists Spending (SAR);AlQassim Province;Buraydah;4337602.67
2023-September;Tourists Spending (SAR);AlQassim Province;Buraydah;30524944.83
2021-November;Tourists Spending (SAR);AlQassim Province;Buraydah;89118434.99
2022-November;Tourists Spending (SAR);AlQassim Province;Buraydah;16237204.02
2023-November;Tourists Spending (SAR);AlQassim Province;Buraydah;9630294.78
2021-December;Tourists Spending (SAR);AlQassim Province;Buraydah;14310368.51
2022-December;Tourists Spending (SAR);AlQassim Province;Buraydah;153378920.2
2021-April;Tourists Spending (SAR);AlQassim Province;Rass;52020.61
2021-June;Tourists Spending (SAR);AlQassim Province;Rass;491140.05
2021-August;Tourists Spending (SAR);AlQassim Province;Rass;93525.36
2023-September;Tourists Spending (SAR);AlQassim Province;Rass;496956.23
2021-April;Tourists Spending (SAR);AlQassim Province;Unayzah;519409.61
2021-May;Tourists Spending (SAR);AlQassim Province;Unayzah;631295.02
2022-September;Tourists Spending (SAR);AlQassim Province;Unayzah;912308.85
2023-September;Tourists Spending (SAR);AlQassim Province;Unayzah;465010.58
