,Indicator,Province,value,year,month,tourism type
2503,Tourists Spending (SAR),AlQassim,545137601.48,2023,7,domestics_tourism
2504,Tourists Spending (SAR),AlQassim,219156493.55,2021,10,domestics_tourism
2505,Tourists Spending (SAR),AlQassim,559250754.81,2023,10,domestics_tourism
2506,Tourists Spending (SAR),AlQassim,427642996.12,2021,11,domestics_tourism
2507,Tourists Spending (SAR),Aseer,628210473.23,2023,1,domestics_tourism
2508,Tourists Spending (SAR),Aseer,444756392.35,2021,2,domestics_tourism
2509,Tourists Spending (SAR),Aseer,416727696.1,2022,2,domestics_tourism
2510,Tourists Spending (SAR),Aseer,651126650.17,2023,2,domestics_tourism
2511,Tourists Spending (SAR),Aseer,444559617.14,2022,4,domestics_tourism
2512,Tourists Spending (SAR),Aseer,735947550.38,2023,4,domestics_tourism
2513,Tourists Spending (SAR),Aseer,1051940457.25,2021,5,domestics_tourism
2514,Tourists Spending (SAR),Aseer,571637076.45,2022,5,domestics_tourism
2515,Tourists Spending (SAR),Aseer,469044608.9,2023,5,domestics_tourism
2516,Tourists Spending (SAR),Aseer,357357039.61,2022,6,domestics_tourism
2517,Tourists Spending (SAR),Aseer,2429069024.9,2022,7,domestics_tourism
2518,Tourists Spending (SAR),Aseer,281613917.21,2022,9,domestics_tourism
2519,Tourists Spending (SAR),Aseer,330629269.14,2021,12,domestics_tourism
2520,Tourists Spending (SAR),Eastern Province,1454036673.15,2021,1,domestics_tourism
2521,Tourists Spending (SAR),Eastern Province,797590403.87,2022,4,domestics_tourism
2522,Tourists Spending (SAR),Eastern Province,1481223649.1,2023,4,domestics_tourism
2523,Tourists Spending (SAR),Eastern Province,1634264237.54,2021,5,domestics_tourism
2524,Tourists Spending (SAR),Eastern Province,1131424123.91,2021,6,domestics_tourism
2525,Tourists Spending (SAR),Eastern Province,1177513215.46,2021,8,domestics_tourism
2526,Tourists Spending (SAR),Eastern Province,1055113415.43,2022,8,domestics_tourism
2527,Tourists Spending (SAR),Hail,260029504.76,2022,2,domestics_tourism
2528,Tourists Spending (SAR),Hail,178383095.16,2023,2,domestics_tourism
2529,Tourists Spending (SAR),Hail,151748474.01,2021,3,domestics_tourism
2530,Tourists Spending (SAR),Hail,288303941.31,2022,3,domestics_tourism
2531,Tourists Spending (SAR),Hail,243875162.53,2023,3,domestics_tourism
2532,Tourists Spending (SAR),Hail,282932204.14,2022,5,domestics_tourism
2533,Tourists Spending (SAR),Hail,369684068.35,2023,6,domestics_tourism
2534,Tourists Spending (SAR),Hail,928571708.61,2022,7,domestics_tourism
2535,Tourists Spending (SAR),Hail,205514019.03,2021,8,domestics_tourism
2536,Tourists Spending (SAR),Hail,751781896.04,2022,8,domestics_tourism
2537,Tourists Spending (SAR),Hail,166100533.99,2023,8,domestics_tourism
2538,Tourists Spending (SAR),Hail,167667225.48,2022,9,domestics_tourism
2539,Tourists Spending (SAR),Hail,303571791.41,2023,9,domestics_tourism
2540,Tourists Spending (SAR),Hail,236874868.88,2021,10,domestics_tourism
2541,Tourists Spending (SAR),Hail,219405803.83,2022,11,domestics_tourism
2542,Tourists Spending (SAR),Jazan,115673926.66,2021,4,domestics_tourism
2543,Tourists Spending (SAR),Jazan,286632691.95,2023,4,domestics_tourism
2544,Tourists Spending (SAR),Jazan,140743319.82,2022,5,domestics_tourism
2545,Tourists Spending (SAR),Jazan,104607087.61,2023,5,domestics_tourism
2546,Tourists Spending (SAR),Jazan,231109621.26,2021,6,domestics_tourism
2547,Tourists Spending (SAR),Jazan,267506903.56,2023,6,domestics_tourism
2548,Tourists Spending (SAR),Jazan,283376690.44,2022,7,domestics_tourism
2549,Tourists Spending (SAR),Jazan,80895622.63,2022,12,domestics_tourism
2550,Tourists Spending (SAR),Jouf,107897398.13,2021,2,domestics_tourism
2551,Tourists Spending (SAR),Jouf,100469590.26,2021,3,domestics_tourism
2552,Tourists Spending (SAR),Jouf,401196906.75,2022,8,domestics_tourism
2553,Tourists Spending (SAR),Jouf,103321666.85,2023,8,domestics_tourism
2554,Tourists Spending (SAR),Jouf,95193961.17,2022,9,domestics_tourism
2555,Tourists Spending (SAR),Jouf,49775151.48,2022,12,domestics_tourism
2556,Tourists Spending (SAR),Madinah,542021351.54,2021,1,domestics_tourism
2557,Tourists Spending (SAR),Madinah,520032074.37,2022,3,domestics_tourism
2558,Tourists Spending (SAR),Madinah,646830190.55,2023,3,domestics_tourism
2559,Tourists Spending (SAR),Madinah,675157503.87,2021,5,domestics_tourism
2560,Tourists Spending (SAR),Madinah,1226082726.53,2022,7,domestics_tourism
2561,Tourists Spending (SAR),Madinah,439188406.43,2023,7,domestics_tourism
2562,Tourists Spending (SAR),Madinah,344665592.21,2022,9,domestics_tourism
2563,Tourists Spending (SAR),Madinah,443142507.57,2021,10,domestics_tourism
2564,Tourists Spending (SAR),Madinah,356269073.37,2022,10,domestics_tourism
2565,Tourists Spending (SAR),Makkah,2538304764.07,2021,1,domestics_tourism
2566,Tourists Spending (SAR),Makkah,2889864033.47,2022,1,domestics_tourism
2567,Tourists Spending (SAR),Makkah,1769758288.9,2021,3,domestics_tourism
2568,Tourists Spending (SAR),Makkah,2535957367.73,2022,3,domestics_tourism
2569,Tourists Spending (SAR),Makkah,2864291013.47,2023,3,domestics_tourism
2570,Tourists Spending (SAR),Makkah,2726102856.28,2022,5,domestics_tourism
2571,Tourists Spending (SAR),Makkah,1902252903.65,2021,6,domestics_tourism
2572,Tourists Spending (SAR),Makkah,1525397237.89,2022,6,domestics_tourism
2573,Tourists Spending (SAR),Makkah,2891239073.21,2022,8,domestics_tourism
2574,Tourists Spending (SAR),Makkah,2159581462.75,2023,8,domestics_tourism
2575,Tourists Spending (SAR),Makkah,1968990309.17,2021,9,domestics_tourism
2576,Tourists Spending (SAR),Makkah,1933728733.18,2023,9,domestics_tourism
2577,Tourists Spending (SAR),Makkah,1707396135.48,2023,10,domestics_tourism
2578,Tourists Spending (SAR),Najran,143865584.74,2021,2,domestics_tourism
2579,Tourists Spending (SAR),Najran,141789560.81,2023,3,domestics_tourism
2580,Tourists Spending (SAR),Najran,154629807.99,2021,5,domestics_tourism
2581,Tourists Spending (SAR),Najran,111713419.44,2023,7,domestics_tourism
2582,Tourists Spending (SAR),Najran,193997182.59,2022,8,domestics_tourism
2583,Tourists Spending (SAR),Najran,94008944.96,2023,8,domestics_tourism
2584,Tourists Spending (SAR),Najran,83654699.45,2022,12,domestics_tourism
2585,Tourists Spending (SAR),Northern Borders,299886586.69,2022,1,domestics_tourism
2586,Tourists Spending (SAR),Northern Borders,176718788.27,2023,2,domestics_tourism
2587,Tourists Spending (SAR),Northern Borders,216485217.2,2021,5,domestics_tourism
2588,Tourists Spending (SAR),Northern Borders,294895449.36,2021,7,domestics_tourism
2589,Tourists Spending (SAR),Northern Borders,168222073.15,2021,11,domestics_tourism
2590,Tourists Spending (SAR),Northern Borders,91230528.7,2021,12,domestics_tourism
2591,Tourists Spending (SAR),Riyadh,2273401953.97,2023,6,domestics_tourism
2592,Tourists Spending (SAR),Riyadh,2438841377.82,2023,7,domestics_tourism
2593,Tourists Spending (SAR),Riyadh,2072123481.4,2023,8,domestics_tourism
2594,Tourists Spending (SAR),Riyadh,1428693961.77,2022,9,domestics_tourism
2595,Tourists Spending (SAR),Riyadh,2508875563.52,2022,11,domestics_tourism
2596,Tourists Spending (SAR),Tabuk,272232632.36,2023,2,domestics_tourism
2597,Tourists Spending (SAR),Tabuk,396467517.69,2022,3,domestics_tourism
2598,Tourists Spending (SAR),Tabuk,334596504.72,2023,3,domestics_tourism
2599,Tourists Spending (SAR),Tabuk,421957684.67,2021,5,domestics_tourism
2600,Tourists Spending (SAR),Tabuk,432669681.76,2022,6,domestics_tourism
2601,Tourists Spending (SAR),Tabuk,228139593.04,2022,9,domestics_tourism
2602,Tourists Spending (SAR),Tabuk,375830818.75,2021,10,domestics_tourism
2603,Tourists Spending (SAR),Tabuk,333798787.65,2023,10,domestics_tourism
2604,Tourists Number (Overnight Visitors),Al Bahah,30045.0,2023,2,domestics_tourism
2605,Tourists Number (Overnight Visitors),Al Bahah,64736.0,2021,3,domestics_tourism
2606,Tourists Number (Overnight Visitors),Al Bahah,55486.0,2021,4,domestics_tourism
2607,Tourists Number (Overnight Visitors),Al Bahah,261898.0,2021,7,domestics_tourism
2608,Tourists Number (Overnight Visitors),Al Bahah,68976.0,2021,10,domestics_tourism
2609,Tourists Number (Overnight Visitors),Al Bahah,40069.0,2023,10,domestics_tourism
2610,Tourists Number (Overnight Visitors),Al Bahah,43725.0,2023,12,domestics_tourism
2611,Tourists Number (Overnight Visitors),AlQassim,279751.0,2023,1,domestics_tourism
2612,Tourists Number (Overnight Visitors),AlQassim,438099.0,2023,2,domestics_tourism
2613,Tourists Number (Overnight Visitors),AlQassim,573190.0,2023,4,domestics_tourism
2614,Tourists Number (Overnight Visitors),AlQassim,239156.0,2023,5,domestics_tourism
2615,Tourists Number (Overnight Visitors),AlQassim,541155.0,2022,7,domestics_tourism
2616,Tourists Number (Overnight Visitors),AlQassim,287146.0,2021,8,domestics_tourism
2617,Tourists Number (Overnight Visitors),AlQassim,321187.0,2023,10,domestics_tourism
2618,Tourists Number (Overnight Visitors),Aseer,593132.0,2021,5,domestics_tourism
2619,Tourists Number (Overnight Visitors),Aseer,473945.0,2021,6,domestics_tourism
2620,Tourists Number (Overnight Visitors),Aseer,1026884.0,2021,7,domestics_tourism
2621,Tourists Number (Overnight Visitors),Aseer,1498079.0,2022,7,domestics_tourism
2622,Tourists Number (Overnight Visitors),Aseer,470275.0,2023,9,domestics_tourism
2623,Tourists Number (Overnight Visitors),Aseer,336924.0,2022,10,domestics_tourism
2624,Tourists Number (Overnight Visitors),Eastern Province,745978.0,2021,2,domestics_tourism
2625,Tourists Number (Overnight Visitors),Eastern Province,1044118.0,2022,2,domestics_tourism
2626,Tourists Number (Overnight Visitors),Eastern Province,878705.0,2022,4,domestics_tourism
2627,Tourists Number (Overnight Visitors),Eastern Province,1092625.0,2023,9,domestics_tourism
2628,Tourists Number (Overnight Visitors),Eastern Province,796055.0,2021,10,domestics_tourism
2629,Tourists Number (Overnight Visitors),Eastern Province,868031.0,2022,10,domestics_tourism
2630,Tourists Number (Overnight Visitors),Eastern Province,1071765.0,2023,10,domestics_tourism
2631,Tourists Number (Overnight Visitors),Eastern Province,913056.0,2021,11,domestics_tourism
2632,Tourists Number (Overnight Visitors),Jazan,127996.0,2021,4,domestics_tourism
2633,Tourists Number (Overnight Visitors),Jazan,201548.0,2022,4,domestics_tourism
2634,Tourists Number (Overnight Visitors),Jazan,78674.0,2023,5,domestics_tourism
2635,Tourists Number (Overnight Visitors),Jazan,84572.0,2022,6,domestics_tourism
2636,Tourists Number (Overnight Visitors),Jazan,201034.0,2021,8,domestics_tourism
2637,Tourists Number (Overnight Visitors),Jazan,192795.0,2022,8,domestics_tourism
2638,Tourists Number (Overnight Visitors),Jazan,122749.0,2023,10,domestics_tourism
2639,Tourists Number (Overnight Visitors),Jazan,278839.0,2021,11,domestics_tourism
2640,Tourists Number (Overnight Visitors),Jazan,176110.0,2022,11,domestics_tourism
2641,Tourists Number (Overnight Visitors),Jazan,227256.0,2021,12,domestics_tourism
2642,Tourists Number (Overnight Visitors),Jouf,128030.0,2022,1,domestics_tourism
2643,Tourists Number (Overnight Visitors),Jouf,61338.0,2021,2,domestics_tourism
2644,Tourists Number (Overnight Visitors),Jouf,63512.0,2023,5,domestics_tourism
2645,Tourists Number (Overnight Visitors),Jouf,133570.0,2022,8,domestics_tourism
2646,Tourists Number (Overnight Visitors),Jouf,82476.0,2023,8,domestics_tourism
2647,Tourists Number (Overnight Visitors),Jouf,54556.0,2021,9,domestics_tourism
2648,Tourists Number (Overnight Visitors),Jouf,90373.0,2023,9,domestics_tourism
2649,Tourists Number (Overnight Visitors),Jouf,89601.0,2023,10,domestics_tourism
2650,Tourists Number (Overnight Visitors),Madinah,580164.0,2022,1,domestics_tourism
2651,Tourists Number (Overnight Visitors),Madinah,276068.0,2021,2,domestics_tourism
2652,Tourists Number (Overnight Visitors),Madinah,488231.0,2022,3,domestics_tourism
2653,Tourists Number (Overnight Visitors),Madinah,603769.0,2022,5,domestics_tourism
2654,Tourists Number (Overnight Visitors),Madinah,344752.0,2022,9,domestics_tourism
2655,Tourists Number (Overnight Visitors),Madinah,503420.0,2023,12,domestics_tourism
2656,Tourists Number (Overnight Visitors),Makkah,1652849.0,2021,1,domestics_tourism
2657,Tourists Number (Overnight Visitors),Makkah,2084903.0,2022,1,domestics_tourism
2658,Tourists Number (Overnight Visitors),Makkah,1723958.0,2023,1,domestics_tourism
2659,Tourists Number (Overnight Visitors),Makkah,1965067.0,2023,3,domestics_tourism
2660,Tourists Number (Overnight Visitors),Makkah,3363459.0,2022,4,domestics_tourism
2661,Tourists Number (Overnight Visitors),Makkah,1969917.0,2021,7,domestics_tourism
2662,Tourists Number (Overnight Visitors),Makkah,2143437.0,2023,11,domestics_tourism
2663,Tourists Number (Overnight Visitors),Najran,105576.0,2022,1,domestics_tourism
2664,Tourists Number (Overnight Visitors),Najran,94897.0,2022,2,domestics_tourism
2665,Tourists Number (Overnight Visitors),Najran,90649.0,2022,5,domestics_tourism
2666,Tourists Number (Overnight Visitors),Najran,89533.0,2021,8,domestics_tourism
2667,Tourists Number (Overnight Visitors),Najran,95194.0,2023,8,domestics_tourism
2668,Tourists Number (Overnight Visitors),Najran,53217.0,2021,9,domestics_tourism
2669,Tourists Number (Overnight Visitors),Najran,96795.0,2023,9,domestics_tourism
2670,Tourists Number (Overnight Visitors),Northern Borders,66321.0,2022,3,domestics_tourism
2671,Tourists Number (Overnight Visitors),Northern Borders,94872.0,2023,4,domestics_tourism
2672,Tourists Number (Overnight Visitors),Northern Borders,66126.0,2022,10,domestics_tourism
2673,Tourists Number (Overnight Visitors),Northern Borders,83342.0,2023,10,domestics_tourism
2674,Tourists Number (Overnight Visitors),Northern Borders,82463.0,2023,12,domestics_tourism
2675,Tourists Number (Overnight Visitors),Riyadh,863652.0,2021,3,domestics_tourism
2676,Tourists Number (Overnight Visitors),Riyadh,1180665.0,2023,3,domestics_tourism
2677,Tourists Number (Overnight Visitors),Riyadh,719255.0,2021,6,domestics_tourism
2678,Tourists Number (Overnight Visitors),Riyadh,874637.0,2021,8,domestics_tourism
2679,Tourists Number (Overnight Visitors),Riyadh,1449446.0,2023,8,domestics_tourism
2680,Tourists Number (Overnight Visitors),Riyadh,1476108.0,2023,10,domestics_tourism
2681,Tourists Number (Overnight Visitors),Riyadh,1765195.0,2023,11,domestics_tourism
2682,Tourists Number (Overnight Visitors),Tabuk,302175.0,2022,1,domestics_tourism
2683,Tourists Number (Overnight Visitors),Tabuk,191408.0,2023,1,domestics_tourism
2684,Tourists Number (Overnight Visitors),Tabuk,188411.0,2023,5,domestics_tourism
2685,Tourists Number (Overnight Visitors),Tabuk,286800.0,2023,6,domestics_tourism
2686,Tourists Number (Overnight Visitors),Tabuk,243386.0,2021,7,domestics_tourism
2687,Tourists Number (Overnight Visitors),Tabuk,361227.0,2022,7,domestics_tourism
2688,Tourists Number (Overnight Visitors),Tabuk,310732.0,2023,7,domestics_tourism
2689,Tourists Number (Overnight Visitors),Tabuk,191278.0,2021,8,domestics_tourism
2690,Tourists Number (Overnight Visitors),Tabuk,246464.0,2022,8,domestics_tourism
2691,Tourists Number (Overnight Visitors),Tabuk,226492.0,2023,9,domestics_tourism
2692,Tourists Number (Overnight Visitors),Tabuk,217907.0,2021,10,domestics_tourism
2693,Tourists Number (Overnight Visitors),Tabuk,176982.0,2022,10,domestics_tourism
2694,Tourists Number (Overnight Visitors),Total,7675160.0,2022,1,domestics_tourism
2695,Tourists Number (Overnight Visitors),Total,5607637.0,2023,2,domestics_tourism
2696,Tourists Number (Overnight Visitors),Total,6881296.0,2023,4,domestics_tourism
2697,Tourists Number (Overnight Visitors),Total,4032787.0,2022,6,domestics_tourism
2698,Tourists Number (Overnight Visitors),Total,9547860.0,2023,6,domestics_tourism
2699,Tourists Number (Overnight Visitors),Total,7533351.0,2021,7,domestics_tourism
2700,Tourists Number (Overnight Visitors),Total,8220327.0,2023,11,domestics_tourism
2701,Tourists Spending (SAR),Al Bahah,59269366.14,2022,1,domestics_tourism
2702,Tourists Spending (SAR),Al Bahah,89759209.56,2021,3,domestics_tourism
2703,Tourists Spending (SAR),Al Bahah,39359204.82,2022,3,domestics_tourism
2704,Tourists Spending (SAR),Al Bahah,59309281.1,2023,3,domestics_tourism
2705,Tourists Spending (SAR),Al Bahah,68818934.49,2022,5,domestics_tourism
2706,Tourists Spending (SAR),Al Bahah,333593080.01,2023,6,domestics_tourism
2707,Tourists Spending (SAR),Al Bahah,387767473.2,2021,7,domestics_tourism
2708,Tourists Spending (SAR),Al Bahah,187698315.62,2021,8,domestics_tourism
2709,Tourists Spending (SAR),Al Bahah,28262940.47,2022,11,domestics_tourism
2710,Tourists Spending (SAR),AlQassim,278059083.9,2021,4,domestics_tourism
2711,Tourists Spending (SAR),AlQassim,692933820.6,2023,4,domestics_tourism
2712,Tourists Spending (SAR),AlQassim,340903072.14,2021,8,domestics_tourism
2713,Tourists Spending (SAR),AlQassim,269280241.79,2023,9,domestics_tourism
2714,Tourists Spending (SAR),AlQassim,199908269.89,2022,10,domestics_tourism
2715,Tourists Spending (SAR),AlQassim,497989963.63,2023,11,domestics_tourism
2716,Tourists Spending (SAR),Aseer,612299888.69,2021,1,domestics_tourism
2717,Tourists Spending (SAR),Aseer,1076787743.68,2021,8,domestics_tourism
2718,Tourists Spending (SAR),Aseer,992414282.85,2022,8,domestics_tourism
2719,Tourists Spending (SAR),Aseer,379636960.17,2021,10,domestics_tourism
2720,Tourists Spending (SAR),Aseer,725467903.48,2023,10,domestics_tourism
2721,Tourists Spending (SAR),Aseer,383555810.61,2022,11,domestics_tourism
2722,Tourists Spending (SAR),Aseer,308735618.1,2022,12,domestics_tourism
2723,Tourists Spending (SAR),Eastern Province,1240385349.89,2021,2,domestics_tourism
2724,Tourists Spending (SAR),Eastern Province,1423126473.49,2023,3,domestics_tourism
2725,Tourists Spending (SAR),Eastern Province,1281479060.72,2023,5,domestics_tourism
2726,Tourists Spending (SAR),Eastern Province,1404267760.19,2023,10,domestics_tourism
2727,Tourists Spending (SAR),Hail,150694084.82,2021,4,domestics_tourism
2728,Tourists Spending (SAR),Hail,282337931.5,2023,4,domestics_tourism
2729,Tourists Spending (SAR),Hail,158954442.91,2023,5,domestics_tourism
2730,Tourists Spending (SAR),Hail,164885268.23,2021,6,domestics_tourism
2731,Tourists Spending (SAR),Hail,155808748.32,2021,9,domestics_tourism
2732,Tourists Spending (SAR),Hail,148016943.73,2022,10,domestics_tourism
2733,Tourists Spending (SAR),Hail,182639236.02,2023,10,domestics_tourism
2734,Tourists Spending (SAR),Hail,233608853.23,2023,12,domestics_tourism
2735,Tourists Spending (SAR),Jazan,311532939.18,2021,1,domestics_tourism
2736,Tourists Spending (SAR),Jazan,333205738.58,2022,1,domestics_tourism
2737,Tourists Spending (SAR),Jazan,201216460.26,2021,2,domestics_tourism
2738,Tourists Spending (SAR),Jazan,221259115.97,2022,2,domestics_tourism
2739,Tourists Spending (SAR),Jazan,154928434.33,2022,3,domestics_tourism
2740,Tourists Spending (SAR),Jazan,193868353.36,2021,10,domestics_tourism
2741,Tourists Spending (SAR),Jazan,120755065.28,2022,11,domestics_tourism
2742,Tourists Spending (SAR),Jouf,131689080.81,2023,1,domestics_tourism
2743,Tourists Spending (SAR),Jouf,149182207.25,2023,2,domestics_tourism
2744,Tourists Spending (SAR),Jouf,140012221.2,2023,3,domestics_tourism
2745,Tourists Spending (SAR),Jouf,169317500.31,2021,5,domestics_tourism
2746,Tourists Spending (SAR),Jouf,231549026.08,2022,6,domestics_tourism
2747,Tourists Spending (SAR),Jouf,266797157.07,2021,7,domestics_tourism
2748,Tourists Spending (SAR),Jouf,95862197.15,2021,9,domestics_tourism
2749,Tourists Spending (SAR),Jouf,142314923.47,2023,10,domestics_tourism
2750,Tourists Spending (SAR),Jouf,96786640.3,2022,11,domestics_tourism
2751,Tourists Spending (SAR),Jouf,190255766.73,2023,11,domestics_tourism
2752,Tourists Spending (SAR),Madinah,342078235.71,2021,2,domestics_tourism
2753,Tourists Spending (SAR),Madinah,625592259.08,2022,2,domestics_tourism
2754,Tourists Spending (SAR),Madinah,585522793.09,2023,4,domestics_tourism
2755,Tourists Spending (SAR),Madinah,633968863.46,2022,5,domestics_tourism
2756,Tourists Spending (SAR),Madinah,653182131.32,2021,7,domestics_tourism
2757,Tourists Spending (SAR),Madinah,712499087.48,2022,8,domestics_tourism
2758,Tourists Spending (SAR),Madinah,406987207.2,2023,10,domestics_tourism
2759,Tourists Spending (SAR),Madinah,533460099.0,2022,11,domestics_tourism
2760,Tourists Spending (SAR),Makkah,2405311237.6,2022,2,domestics_tourism
2761,Tourists Spending (SAR),Makkah,2277884017.71,2021,4,domestics_tourism
2762,Tourists Spending (SAR),Makkah,5891430331.17,2023,6,domestics_tourism
2763,Tourists Spending (SAR),Makkah,2714842737.56,2021,8,domestics_tourism
2764,Tourists Spending (SAR),Makkah,1342439030.47,2022,9,domestics_tourism
2765,Tourists Spending (SAR),Makkah,2175981158.96,2021,10,domestics_tourism
2766,Tourists Spending (SAR),Makkah,1713005008.86,2023,12,domestics_tourism
2767,Tourists Spending (SAR),Najran,165835677.29,2021,1,domestics_tourism
2768,Tourists Spending (SAR),Najran,163502538.9,2023,1,domestics_tourism
2769,Tourists Spending (SAR),Najran,77272333.32,2021,3,domestics_tourism
2770,Tourists Spending (SAR),Najran,84276787.34,2022,3,domestics_tourism
2771,Tourists Spending (SAR),Najran,71110193.4,2023,5,domestics_tourism
2772,Tourists Spending (SAR),Najran,90375785.75,2021,6,domestics_tourism
2773,Tourists Spending (SAR),Najran,126517583.75,2022,6,domestics_tourism
2774,Tourists Spending (SAR),Najran,94133483.24,2021,9,domestics_tourism
2775,Tourists Spending (SAR),Najran,221809465.55,2023,9,domestics_tourism
2776,Tourists Spending (SAR),Najran,119751750.73,2021,11,domestics_tourism
2777,Tourists Spending (SAR),Najran,150093324.61,2022,11,domestics_tourism
2778,Tourists Spending (SAR),Najran,176600505.38,2021,12,domestics_tourism
2779,Tourists Spending (SAR),Northern Borders,96313085.34,2021,3,domestics_tourism
2780,Tourists Spending (SAR),Northern Borders,180779926.21,2023,3,domestics_tourism
2781,Tourists Spending (SAR),Northern Borders,176358251.4,2022,4,domestics_tourism
2782,Tourists Spending (SAR),Northern Borders,209774551.9,2022,5,domestics_tourism
2783,Tourists Spending (SAR),Northern Borders,101826377.4,2021,6,domestics_tourism
2784,Tourists Spending (SAR),Northern Borders,131892626.4,2022,6,domestics_tourism
2785,Tourists Spending (SAR),Northern Borders,286359870.79,2023,6,domestics_tourism
2786,Tourists Spending (SAR),Northern Borders,100742633.51,2022,9,domestics_tourism
2787,Tourists Spending (SAR),Northern Borders,94840254.54,2022,10,domestics_tourism
2788,Tourists Spending (SAR),Northern Borders,63029455.36,2022,12,domestics_tourism
2789,Tourists Spending (SAR),Riyadh,2368349938.89,2022,2,domestics_tourism
2790,Tourists Spending (SAR),Riyadh,1449650324.51,2022,4,domestics_tourism
2791,Tourists Spending (SAR),Riyadh,1561498914.72,2023,4,domestics_tourism
2792,Tourists Spending (SAR),Riyadh,1737077956.18,2022,10,domestics_tourism
2793,Tourists Spending (SAR),Riyadh,2011119470.37,2021,12,domestics_tourism
2794,Tourists Spending (SAR),Tabuk,342426713.19,2021,1,domestics_tourism
2795,Tourists Spending (SAR),Tabuk,302364430.94,2023,1,domestics_tourism
2796,Tourists Spending (SAR),Tabuk,503115818.58,2022,2,domestics_tourism
2797,Tourists Spending (SAR),Tabuk,289108104.1,2021,3,domestics_tourism
2798,Tourists Spending (SAR),Tabuk,384036822.83,2021,6,domestics_tourism
2799,Tourists Spending (SAR),Tabuk,475582344.96,2023,7,domestics_tourism
2800,Tourists Spending (SAR),Tabuk,393059530.27,2023,8,domestics_tourism
2801,Tourists Spending (SAR),Tabuk,251237861.44,2023,9,domestics_tourism
2802,Tourists Spending (SAR),Tabuk,265020531.68,2022,11,domestics_tourism
2803,Tourists Spending (SAR),Total,6001153798.53,2022,6,domestics_tourism
2804,Tourists Spending (SAR),Total,5232272873.4,2022,9,domestics_tourism
2805,Tourists Spending (SAR),Total,4508348246.41,2022,12,domestics_tourism
2806,Tourists Number (Overnight Visitors),Al Bahah,58295.0,2021,1,domestics_tourism
2807,Tourists Number (Overnight Visitors),Al Bahah,53008.0,2023,3,domestics_tourism
2808,Tourists Number (Overnight Visitors),Al Bahah,78339.0,2022,4,domestics_tourism
2809,Tourists Number (Overnight Visitors),Al Bahah,265081.0,2023,6,domestics_tourism
2810,Tourists Number (Overnight Visitors),Al Bahah,413843.0,2022,7,domestics_tourism
2811,Tourists Number (Overnight Visitors),Al Bahah,249008.0,2023,7,domestics_tourism
2812,Tourists Number (Overnight Visitors),Al Bahah,34420.0,2022,9,domestics_tourism
2813,Tourists Number (Overnight Visitors),Al Bahah,62547.0,2023,9,domestics_tourism
2814,Tourists Number (Overnight Visitors),AlQassim,276424.0,2021,4,domestics_tourism
2815,Tourists Number (Overnight Visitors),AlQassim,397219.0,2022,4,domestics_tourism
2816,Tourists Number (Overnight Visitors),AlQassim,232384.0,2022,6,domestics_tourism
2817,Tourists Number (Overnight Visitors),AlQassim,304713.0,2023,8,domestics_tourism
2818,Tourists Number (Overnight Visitors),AlQassim,280028.0,2021,10,domestics_tourism
2819,Tourists Number (Overnight Visitors),AlQassim,454746.0,2023,11,domestics_tourism
2820,Tourists Number (Overnight Visitors),AlQassim,258492.0,2022,12,domestics_tourism
2821,Tourists Number (Overnight Visitors),Aseer,532636.0,2022,1,domestics_tourism
2822,Tourists Number (Overnight Visitors),Aseer,540122.0,2023,1,domestics_tourism
2823,Tourists Number (Overnight Visitors),Aseer,396562.0,2022,2,domestics_tourism
2824,Tourists Number (Overnight Visitors),Aseer,365198.0,2022,3,domestics_tourism
2825,Tourists Number (Overnight Visitors),Aseer,493968.0,2022,5,domestics_tourism
2826,Tourists Number (Overnight Visitors),Aseer,363064.0,2021,10,domestics_tourism
2827,Tourists Number (Overnight Visitors),Aseer,540670.0,2021,11,domestics_tourism
2828,Tourists Number (Overnight Visitors),Aseer,383358.0,2021,12,domestics_tourism
2829,Tourists Number (Overnight Visitors),Eastern Province,922493.0,2021,1,domestics_tourism
2830,Tourists Number (Overnight Visitors),Eastern Province,1201506.0,2022,1,domestics_tourism
2831,Tourists Number (Overnight Visitors),Eastern Province,780669.0,2021,3,domestics_tourism
2832,Tourists Number (Overnight Visitors),Eastern Province,714622.0,2021,4,domestics_tourism
2833,Tourists Number (Overnight Visitors),Eastern Province,1128741.0,2022,5,domestics_tourism
2834,Tourists Number (Overnight Visitors),Eastern Province,598067.0,2021,6,domestics_tourism
2835,Tourists Number (Overnight Visitors),Eastern Province,871073.0,2021,7,domestics_tourism
2836,Tourists Number (Overnight Visitors),Eastern Province,1222664.0,2023,7,domestics_tourism
2837,Tourists Number (Overnight Visitors),Eastern Province,1197714.0,2023,8,domestics_tourism
2838,Tourists Number (Overnight Visitors),Eastern Province,606267.0,2021,9,domestics_tourism
2839,Tourists Number (Overnight Visitors),Hail,163346.0,2022,2,domestics_tourism
2840,Tourists Number (Overnight Visitors),Hail,225486.0,2022,4,domestics_tourism
2841,Tourists Number (Overnight Visitors),Hail,163058.0,2023,4,domestics_tourism
2842,Tourists Number (Overnight Visitors),Hail,112058.0,2021,6,domestics_tourism
2843,Tourists Number (Overnight Visitors),Hail,241338.0,2023,6,domestics_tourism
2844,Tourists Number (Overnight Visitors),Hail,116986.0,2022,9,domestics_tourism
