,Indicator,Province,value,year,month,tourism type
2845,Tourists Number (Overnight Visitors),Hail,107016.0,2022,10,domestics_tourism
2846,Tourists Number (Overnight Visitors),Hail,232422.0,2021,11,domestics_tourism
2847,Tourists Number (Overnight Visitors),Hail,203065.0,2022,11,domestics_tourism
2848,Tourists Number (Overnight Visitors),Jazan,300939.0,2022,1,domestics_tourism
2849,Tourists Number (Overnight Visitors),Jazan,208592.0,2021,2,domestics_tourism
2850,Tourists Number (Overnight Visitors),Jazan,190129.0,2023,4,domestics_tourism
2851,Tourists Number (Overnight Visitors),Jazan,152587.0,2022,5,domestics_tourism
2852,Tourists Number (Overnight Visitors),Jazan,130252.0,2023,8,domestics_tourism
2853,Tourists Number (Overnight Visitors),Jazan,185306.0,2021,9,domestics_tourism
2854,Tourists Number (Overnight Visitors),Jazan,254341.0,2023,11,domestics_tourism
2855,Tourists Number (Overnight Visitors),Jouf,106086.0,2022,2,domestics_tourism
2856,Tourists Number (Overnight Visitors),Jouf,89630.0,2022,3,domestics_tourism
2857,Tourists Number (Overnight Visitors),Jouf,89546.0,2021,5,domestics_tourism
2858,Tourists Number (Overnight Visitors),Jouf,47694.0,2021,6,domestics_tourism
2859,Tourists Number (Overnight Visitors),Jouf,102492.0,2021,11,domestics_tourism
2860,Tourists Number (Overnight Visitors),Jouf,105520.0,2022,11,domestics_tourism
2861,Tourists Number (Overnight Visitors),Jouf,135644.0,2023,11,domestics_tourism
2862,Tourists Number (Overnight Visitors),Jouf,86711.0,2023,12,domestics_tourism
2863,Tourists Number (Overnight Visitors),Madinah,443723.0,2021,1,domestics_tourism
2864,Tourists Number (Overnight Visitors),Madinah,390244.0,2023,2,domestics_tourism
2865,Tourists Number (Overnight Visitors),Madinah,293061.0,2021,3,domestics_tourism
2866,Tourists Number (Overnight Visitors),Madinah,773333.0,2022,4,domestics_tourism
2867,Tourists Number (Overnight Visitors),Madinah,553587.0,2023,4,domestics_tourism
2868,Tourists Number (Overnight Visitors),Madinah,381905.0,2021,10,domestics_tourism
2869,Tourists Number (Overnight Visitors),Madinah,366580.0,2022,12,domestics_tourism
2870,Tourists Number (Overnight Visitors),Makkah,1445499.0,2023,2,domestics_tourism
2871,Tourists Number (Overnight Visitors),Makkah,1361018.0,2021,4,domestics_tourism
2872,Tourists Number (Overnight Visitors),Makkah,2163229.0,2023,4,domestics_tourism
2873,Tourists Number (Overnight Visitors),Makkah,2125268.0,2021,5,domestics_tourism
2874,Tourists Number (Overnight Visitors),Makkah,2072431.0,2022,5,domestics_tourism
2875,Tourists Number (Overnight Visitors),Makkah,3022765.0,2022,7,domestics_tourism
2876,Tourists Number (Overnight Visitors),Makkah,1975918.0,2023,8,domestics_tourism
2877,Tourists Number (Overnight Visitors),Makkah,1268430.0,2021,9,domestics_tourism
2878,Tourists Number (Overnight Visitors),Makkah,1169428.0,2022,9,domestics_tourism
2879,Tourists Number (Overnight Visitors),Najran,55717.0,2021,3,domestics_tourism
2880,Tourists Number (Overnight Visitors),Najran,81276.0,2021,5,domestics_tourism
2881,Tourists Number (Overnight Visitors),Najran,43828.0,2021,6,domestics_tourism
2882,Tourists Number (Overnight Visitors),Najran,52823.0,2022,6,domestics_tourism
2883,Tourists Number (Overnight Visitors),Najran,156630.0,2023,6,domestics_tourism
2884,Tourists Number (Overnight Visitors),Najran,104803.0,2021,7,domestics_tourism
2885,Tourists Number (Overnight Visitors),Najran,183918.0,2022,7,domestics_tourism
2886,Tourists Number (Overnight Visitors),Najran,104720.0,2023,7,domestics_tourism
2887,Tourists Number (Overnight Visitors),Najran,100409.0,2023,11,domestics_tourism
2888,Tourists Number (Overnight Visitors),Northern Borders,76032.0,2021,1,domestics_tourism
2889,Tourists Number (Overnight Visitors),Northern Borders,93776.0,2023,1,domestics_tourism
2890,Tourists Number (Overnight Visitors),Northern Borders,110373.0,2022,2,domestics_tourism
2891,Tourists Number (Overnight Visitors),Northern Borders,59066.0,2021,3,domestics_tourism
2892,Tourists Number (Overnight Visitors),Northern Borders,85893.0,2023,3,domestics_tourism
2893,Tourists Number (Overnight Visitors),Northern Borders,102968.0,2021,7,domestics_tourism
2894,Tourists Number (Overnight Visitors),Northern Borders,82483.0,2022,8,domestics_tourism
2895,Tourists Number (Overnight Visitors),Northern Borders,77579.0,2023,8,domestics_tourism
2896,Tourists Number (Overnight Visitors),Northern Borders,72992.0,2023,9,domestics_tourism
2897,Tourists Number (Overnight Visitors),Northern Borders,84874.0,2021,10,domestics_tourism
2898,Tourists Number (Overnight Visitors),Northern Borders,96409.0,2022,11,domestics_tourism
2899,Tourists Number (Overnight Visitors),Riyadh,1653045.0,2022,1,domestics_tourism
2900,Tourists Number (Overnight Visitors),Riyadh,745191.0,2021,4,domestics_tourism
2901,Tourists Number (Overnight Visitors),Riyadh,1488316.0,2023,6,domestics_tourism
2902,Tourists Number (Overnight Visitors),Riyadh,1503380.0,2022,8,domestics_tourism
2903,Tourists Number (Overnight Visitors),Riyadh,1149141.0,2022,10,domestics_tourism
2904,Tourists Number (Overnight Visitors),Tabuk,206791.0,2021,1,domestics_tourism
2905,Tourists Number (Overnight Visitors),Tabuk,220168.0,2022,2,domestics_tourism
2906,Tourists Number (Overnight Visitors),Tabuk,220964.0,2023,3,domestics_tourism
2907,Tourists Number (Overnight Visitors),Tabuk,163959.0,2021,4,domestics_tourism
2908,Tourists Number (Overnight Visitors),Tabuk,218853.0,2022,4,domestics_tourism
2909,Tourists Number (Overnight Visitors),Tabuk,246430.0,2022,5,domestics_tourism
2910,Tourists Number (Overnight Visitors),Tabuk,158157.0,2022,6,domestics_tourism
2911,Tourists Number (Overnight Visitors),Tabuk,134512.0,2022,12,domestics_tourism
2912,Tourists Number (Overnight Visitors),Total,4375914.0,2021,2,domestics_tourism
2913,Tourists Number (Overnight Visitors),Total,6204755.0,2022,3,domestics_tourism
2914,Tourists Number (Overnight Visitors),Total,6727912.0,2021,5,domestics_tourism
2915,Tourists Number (Overnight Visitors),Total,5002991.0,2023,5,domestics_tourism
2916,Tourists Number (Overnight Visitors),Total,10795554.0,2022,7,domestics_tourism
2917,Tourists Number (Overnight Visitors),Total,5482250.0,2021,8,domestics_tourism
2918,Tourists Number (Overnight Visitors),Total,6985948.0,2023,8,domestics_tourism
2919,Tourists Number (Overnight Visitors),Total,7003149.0,2022,11,domestics_tourism
2920,Tourists Number (Overnight Visitors),Total,4350255.0,2022,12,domestics_tourism
2921,Tourists Spending (SAR),Al Bahah,40889284.55,2021,2,domestics_tourism
2922,Tourists Spending (SAR),Al Bahah,90482742.81,2023,4,domestics_tourism
2923,Tourists Spending (SAR),Al Bahah,208515699.42,2021,5,domestics_tourism
2924,Tourists Spending (SAR),Al Bahah,416487508.36,2022,7,domestics_tourism
2925,Tourists Spending (SAR),Al Bahah,54266418.0,2021,9,domestics_tourism
2926,Tourists Spending (SAR),Al Bahah,52442867.93,2023,9,domestics_tourism
2927,Tourists Spending (SAR),Al Bahah,72448934.08,2021,10,domestics_tourism
2928,Tourists Spending (SAR),AlQassim,340394915.94,2022,5,domestics_tourism
2929,Tourists Spending (SAR),AlQassim,371096227.14,2022,8,domestics_tourism
2930,Tourists Spending (SAR),Aseer,575188825.54,2022,1,domestics_tourism
2931,Tourists Spending (SAR),Aseer,294100817.86,2022,3,domestics_tourism
2932,Tourists Spending (SAR),Aseer,906488719.52,2021,6,domestics_tourism
2933,Tourists Spending (SAR),Aseer,711899089.45,2023,8,domestics_tourism
2934,Tourists Spending (SAR),Aseer,296775351.03,2022,10,domestics_tourism
2935,Tourists Spending (SAR),Eastern Province,1300083605.87,2021,3,domestics_tourism
2936,Tourists Spending (SAR),Eastern Province,978286565.33,2022,3,domestics_tourism
2937,Tourists Spending (SAR),Eastern Province,1511213106.47,2023,7,domestics_tourism
2938,Tourists Spending (SAR),Eastern Province,1652264468.18,2023,11,domestics_tourism
2939,Tourists Spending (SAR),Eastern Province,1012174615.43,2021,12,domestics_tourism
2940,Tourists Spending (SAR),Eastern Province,651402062.48,2022,12,domestics_tourism
2941,Tourists Spending (SAR),Hail,236169291.74,2021,1,domestics_tourism
2942,Tourists Spending (SAR),Hail,167936594.73,2021,2,domestics_tourism
2943,Tourists Spending (SAR),Hail,255884048.22,2023,11,domestics_tourism
2944,Tourists Spending (SAR),Jazan,297658226.25,2023,1,domestics_tourism
2945,Tourists Spending (SAR),Jazan,207199485.9,2023,2,domestics_tourism
2946,Tourists Spending (SAR),Jazan,189140119.98,2022,4,domestics_tourism
2947,Tourists Spending (SAR),Jazan,117990283.18,2022,6,domestics_tourism
2948,Tourists Spending (SAR),Jazan,272632383.19,2021,8,domestics_tourism
2949,Tourists Spending (SAR),Jazan,234280785.37,2021,9,domestics_tourism
2950,Tourists Spending (SAR),Jazan,125751864.26,2022,10,domestics_tourism
2951,Tourists Spending (SAR),Jazan,251300626.95,2021,11,domestics_tourism
2952,Tourists Spending (SAR),Jazan,361109266.61,2023,11,domestics_tourism
2953,Tourists Spending (SAR),Jouf,297061180.58,2022,1,domestics_tourism
2954,Tourists Spending (SAR),Jouf,206030689.05,2022,2,domestics_tourism
2955,Tourists Spending (SAR),Jouf,192350335.97,2022,4,domestics_tourism
2956,Tourists Spending (SAR),Jouf,119424114.09,2023,4,domestics_tourism
2957,Tourists Spending (SAR),Jouf,105104416.02,2021,8,domestics_tourism
2958,Tourists Spending (SAR),Jouf,99242542.09,2023,9,domestics_tourism
2959,Tourists Spending (SAR),Jouf,105546008.04,2022,10,domestics_tourism
2960,Tourists Spending (SAR),Jouf,92967204.17,2021,12,domestics_tourism
2961,Tourists Spending (SAR),Jouf,110642758.25,2023,12,domestics_tourism
2962,Tourists Spending (SAR),Madinah,816909769.91,2022,1,domestics_tourism
2963,Tourists Spending (SAR),Madinah,393198170.75,2021,3,domestics_tourism
2964,Tourists Spending (SAR),Madinah,1036537489.29,2022,4,domestics_tourism
2965,Tourists Spending (SAR),Madinah,399915175.91,2022,6,domestics_tourism
2966,Tourists Spending (SAR),Madinah,527780902.65,2023,8,domestics_tourism
2967,Tourists Spending (SAR),Madinah,365666234.56,2022,12,domestics_tourism
2968,Tourists Spending (SAR),Makkah,1847830260.46,2023,1,domestics_tourism
2969,Tourists Spending (SAR),Makkah,1933280183.87,2021,2,domestics_tourism
2970,Tourists Spending (SAR),Makkah,3884238336.53,2021,5,domestics_tourism
2971,Tourists Spending (SAR),Makkah,2104436500.29,2022,11,domestics_tourism
2972,Tourists Spending (SAR),Makkah,2256558503.64,2023,11,domestics_tourism
2973,Tourists Spending (SAR),Makkah,1987365581.91,2021,12,domestics_tourism
2974,Tourists Spending (SAR),Makkah,932482642.16,2022,12,domestics_tourism
2975,Tourists Spending (SAR),Najran,136582152.17,2023,2,domestics_tourism
2976,Tourists Spending (SAR),Najran,170981905.19,2022,4,domestics_tourism
2977,Tourists Spending (SAR),Najran,108139320.49,2023,4,domestics_tourism
2978,Tourists Spending (SAR),Najran,133190084.69,2022,5,domestics_tourism
2979,Tourists Spending (SAR),Najran,124259759.2,2022,10,domestics_tourism
2980,Tourists Spending (SAR),Northern Borders,194383356.12,2022,3,domestics_tourism
2981,Tourists Spending (SAR),Northern Borders,132747767.63,2021,4,domestics_tourism
2982,Tourists Spending (SAR),Northern Borders,129929124.51,2023,4,domestics_tourism
2983,Tourists Spending (SAR),Northern Borders,335707040.3,2022,8,domestics_tourism
2984,Tourists Spending (SAR),Northern Borders,124758604.48,2021,9,domestics_tourism
2985,Tourists Spending (SAR),Northern Borders,98590080.84,2023,9,domestics_tourism
2986,Tourists Spending (SAR),Northern Borders,133103423.11,2022,11,domestics_tourism
2987,Tourists Spending (SAR),Riyadh,2769144034.0,2023,1,domestics_tourism
2988,Tourists Spending (SAR),Riyadh,1373554544.51,2021,2,domestics_tourism
2989,Tourists Spending (SAR),Riyadh,1518754823.68,2023,5,domestics_tourism
2990,Tourists Spending (SAR),Riyadh,1356695389.94,2021,6,domestics_tourism
2991,Tourists Spending (SAR),Riyadh,2748868808.36,2022,7,domestics_tourism
2992,Tourists Spending (SAR),Riyadh,1698160251.44,2021,8,domestics_tourism
2993,Tourists Spending (SAR),Riyadh,2750234369.57,2022,8,domestics_tourism
2994,Tourists Spending (SAR),Riyadh,2327375994.43,2023,9,domestics_tourism
2995,Tourists Spending (SAR),Riyadh,1557202588.44,2021,10,domestics_tourism
2996,Tourists Spending (SAR),Riyadh,3033582739.6,2023,10,domestics_tourism
2997,Tourists Spending (SAR),Tabuk,368928354.16,2021,4,domestics_tourism
2998,Tourists Spending (SAR),Tabuk,261976607.18,2023,4,domestics_tourism
2999,Tourists Spending (SAR),Tabuk,362310359.84,2021,8,domestics_tourism
3000,Tourists Spending (SAR),Tabuk,422177251.98,2022,8,domestics_tourism
3001,Tourists Spending (SAR),Tabuk,447287118.77,2021,11,domestics_tourism
3002,Tourists Spending (SAR),Tabuk,359184427.49,2023,11,domestics_tourism
3003,Tourists Spending (SAR),Tabuk,134147760.91,2022,12,domestics_tourism
3004,Tourists Spending (SAR),Tabuk,433175293.22,2023,12,domestics_tourism
3005,Tourists Number (Overnight Visitors),Al Bahah,48472.0,2022,1,domestics_tourism
3006,Tourists Number (Overnight Visitors),Al Bahah,34469.0,2021,2,domestics_tourism
3007,Tourists Number (Overnight Visitors),Al Bahah,43728.0,2022,3,domestics_tourism
3008,Tourists Number (Overnight Visitors),Al Bahah,91577.0,2022,5,domestics_tourism
3009,Tourists Number (Overnight Visitors),Al Bahah,139665.0,2021,8,domestics_tourism
3010,Tourists Number (Overnight Visitors),Al Bahah,157036.0,2022,8,domestics_tourism
3011,Tourists Number (Overnight Visitors),Al Bahah,104824.0,2023,8,domestics_tourism
3012,Tourists Number (Overnight Visitors),Al Bahah,72000.0,2021,11,domestics_tourism
3013,Tourists Number (Overnight Visitors),Al Bahah,53722.0,2023,11,domestics_tourism
3014,Tourists Number (Overnight Visitors),AlQassim,324087.0,2021,1,domestics_tourism
3015,Tourists Number (Overnight Visitors),AlQassim,390502.0,2022,1,domestics_tourism
3016,Tourists Number (Overnight Visitors),AlQassim,349713.0,2022,2,domestics_tourism
3017,Tourists Number (Overnight Visitors),AlQassim,375143.0,2022,5,domestics_tourism
3018,Tourists Number (Overnight Visitors),AlQassim,241182.0,2021,6,domestics_tourism
3019,Tourists Number (Overnight Visitors),AlQassim,616403.0,2023,6,domestics_tourism
3020,Tourists Number (Overnight Visitors),AlQassim,448717.0,2021,7,domestics_tourism
3021,Tourists Number (Overnight Visitors),AlQassim,428167.0,2021,11,domestics_tourism
3022,Tourists Number (Overnight Visitors),AlQassim,415283.0,2022,11,domestics_tourism
3023,Tourists Number (Overnight Visitors),Aseer,491541.0,2021,1,domestics_tourism
3024,Tourists Number (Overnight Visitors),Aseer,501582.0,2023,3,domestics_tourism
3025,Tourists Number (Overnight Visitors),Aseer,495447.0,2023,4,domestics_tourism
3026,Tourists Number (Overnight Visitors),Aseer,1293412.0,2023,6,domestics_tourism
3027,Tourists Number (Overnight Visitors),Aseer,614477.0,2021,8,domestics_tourism
3028,Tourists Number (Overnight Visitors),Aseer,522430.0,2022,11,domestics_tourism
3029,Tourists Number (Overnight Visitors),Aseer,365521.0,2022,12,domestics_tourism
3030,Tourists Number (Overnight Visitors),Eastern Province,956874.0,2023,1,domestics_tourism
3031,Tourists Number (Overnight Visitors),Eastern Province,936612.0,2023,2,domestics_tourism
3032,Tourists Number (Overnight Visitors),Eastern Province,1117327.0,2023,3,domestics_tourism
3033,Tourists Number (Overnight Visitors),Eastern Province,904806.0,2021,5,domestics_tourism
3034,Tourists Number (Overnight Visitors),Eastern Province,902744.0,2023,5,domestics_tourism
3035,Tourists Number (Overnight Visitors),Eastern Province,670397.0,2022,9,domestics_tourism
3036,Tourists Number (Overnight Visitors),Eastern Province,1404080.0,2023,11,domestics_tourism
3037,Tourists Number (Overnight Visitors),Eastern Province,1017995.0,2023,12,domestics_tourism
3038,Tourists Number (Overnight Visitors),Hail,124398.0,2023,1,domestics_tourism
3039,Tourists Number (Overnight Visitors),Hail,116427.0,2021,2,domestics_tourism
3040,Tourists Number (Overnight Visitors),Hail,98517.0,2022,6,domestics_tourism
3041,Tourists Number (Overnight Visitors),Hail,124346.0,2021,8,domestics_tourism
3042,Tourists Number (Overnight Visitors),Hail,141959.0,2023,9,domestics_tourism
3043,Tourists Number (Overnight Visitors),Hail,159911.0,2021,10,domestics_tourism
3044,Tourists Number (Overnight Visitors),Hail,216386.0,2023,11,domestics_tourism
3045,Tourists Number (Overnight Visitors),Hail,129366.0,2021,12,domestics_tourism
3046,Tourists Number (Overnight Visitors),Hail,131549.0,2023,12,domestics_tourism
3047,Tourists Number (Overnight Visitors),Jazan,297021.0,2021,1,domestics_tourism
3048,Tourists Number (Overnight Visitors),Jazan,205688.0,2022,2,domestics_tourism
3049,Tourists Number (Overnight Visitors),Jazan,188810.0,2023,3,domestics_tourism
3050,Tourists Number (Overnight Visitors),Jazan,167231.0,2021,6,domestics_tourism
3051,Tourists Number (Overnight Visitors),Jazan,113161.0,2023,7,domestics_tourism
3052,Tourists Number (Overnight Visitors),Jazan,183404.0,2022,10,domestics_tourism
3053,Tourists Number (Overnight Visitors),Jazan,123109.0,2022,12,domestics_tourism
3054,Tourists Number (Overnight Visitors),Jouf,74102.0,2021,1,domestics_tourism
3055,Tourists Number (Overnight Visitors),Jouf,54716.0,2021,3,domestics_tourism
3056,Tourists Number (Overnight Visitors),Jouf,62742.0,2021,4,domestics_tourism
3057,Tourists Number (Overnight Visitors),Jouf,115401.0,2022,4,domestics_tourism
3058,Tourists Number (Overnight Visitors),Jouf,99842.0,2021,7,domestics_tourism
3059,Tourists Number (Overnight Visitors),Jouf,63736.0,2022,12,domestics_tourism
3060,Tourists Number (Overnight Visitors),Madinah,465742.0,2022,2,domestics_tourism
